"Lead.Number","Lead.Origin","Lead.Source","Do.Not.Email","Do.Not.Call","Converted","TotalVisits","Time.on.Web","Page.Views.Per.Visit","Last.Activity","Country","Specialization","Hear.About","Occupation","Tags","Lead.Quality","Lead.Profile","City","Asymmetrique.Activity.Index","Asymmetrique.Profile.Index","Asymmetrique.Activity.Score","Asymmetrique.Profile.Score","Last.Notable.Activity","Lead.Score","Lead.Type"
613689,"API","Google","No","No",1,3,815,1.5,"SMS Sent","India","Select","Select","Unemployed","Will revert after reading the email","High in Relevance","Potential Lead","Select","02.Medium","02.Medium",14.0347631062518,16.5576114381833,"SMS Sent",100,1
613688,"Landing Page Submission","Google","No","No",1,5,1411,5,"SMS Sent","India","Finance Management","Multiple Sources","Working Professional","Interested in other courses","Worst","Potential Lead","Thane & Outskirts","02.Medium","02.Medium",14.0347631062518,16.5576114381833,"SMS Sent",50,0
613684,"Landing Page Submission","Google","No","No",1,7,1010,2.33,"SMS Sent","India","Services Excellence","Online Search","Unemployed","Will revert after reading the email","Might be","Select","Thane & Outskirts","03.Low","01.High",14.0347631062518,16.5576114381833,"SMS Sent",86,1
613680,"Landing Page Submission","Organic Search","No","No",0,3,1174,3,"Converted to Lead","India","Supply Chain Management","Select","Unemployed","switched off","Might be","Select","Other Cities","02.Medium","02.Medium",14.0347631062518,16.5576114381833,"Modified",1,0
613679,"API","Google","No","No",0,3,100,1.5,"Email Opened","India","Services Excellence","Select","Unemployed","Will revert after reading the email","Not Sure","Select","Mumbai","02.Medium","01.High",14.0347631062518,16.5576114381833,"Email Opened",52,1
613655,"Landing Page Submission","Direct Traffic","No","No",1,7,1164,7,"SMS Sent","India","Travel and Tourism","Student of SomeSchool","Unemployed","Will revert after reading the email","High in Relevance","Select","Mumbai","02.Medium","02.Medium",14.0347631062518,16.5576114381833,"SMS Sent",92,1
613650,"API","Google","No","No",1,2,139,2,"SMS Sent","India","Finance Management","Select","Unemployed","Already a student","High in Relevance","Select","Other Cities","02.Medium","02.Medium",14.0347631062518,16.5576114381833,"SMS Sent",53,1
613632,"Landing Page Submission","Direct Traffic","Yes","No",0,1,296,1,"Email Bounced","India","Banking, Investment And Insurance","Advertisements","Unemployed","Ringing","Might be","Select","Mumbai","02.Medium","01.High",14.0347631062518,16.5576114381833,"Modified",0,0
613633,"API","Google","No","No",1,3,1510,3,"Email Opened","India","Travel and Tourism","Select","Unemployed","Will revert after reading the email","High in Relevance","Potential Lead","Other Metro Cities","02.Medium","02.Medium",14.0347631062518,16.5576114381833,"Email Opened",73,1
613622,"Landing Page Submission","Direct Traffic","No","No",1,8,1255,8,"Email Opened","India","Banking, Investment And Insurance","Select","Unemployed","Will revert after reading the email","High in Relevance","Potential Lead","Mumbai","02.Medium","01.High",15,20,"Email Opened",73,1
613614,"API","Organic Search","No","No",0,4,153,4,"SMS Sent","India","Select","Select","Unemployed","switched off","Might be","Select","Select","02.Medium","01.High",14.0347631062518,16.5576114381833,"SMS Sent",36,0
613574,"Landing Page Submission","Direct Traffic","No","No",1,4,1502,2,"SMS Sent","India","Business Administration","Online Search","Working Professional","Will revert after reading the email","Might be","Potential Lead","Mumbai","02.Medium","02.Medium",14.0347631062518,16.5576114381833,"SMS Sent",100,1
613553,"Landing Page Submission","Direct Traffic","No","No",0,4,308,4,"SMS Sent","India","Human Resource Management","Select","Unemployed","Ringing","Not Sure","Select","Other Metro Cities","02.Medium","02.Medium",14.0347631062518,16.5576114381833,"SMS Sent",26,0
613545,"API","Organic Search","No","No",1,7,1237,7,"SMS Sent","India","Select","Select","Unemployed","Will revert after reading the email","Might be","Select","Select","02.Medium","02.Medium",14.0347631062518,16.5576114381833,"SMS Sent",86,1
613544,"Landing Page Submission","Direct Traffic","No","No",0,4,347,4,"Email Opened","India","Rural and Agribusiness","Select","Unemployed","Ringing","Not Sure","Other Leads","Other Cities of Maharashtra","01.High","02.Medium",14.0347631062518,16.5576114381833,"Email Opened",4,0
613541,"Landing Page Submission","Direct Traffic","No","No",1,4,391,4,"Page Visited on Website","India","E-COMMERCE","Online Search","Working Professional","Will revert after reading the email","Not Sure","Potential Lead","Thane & Outskirts","02.Medium","01.High",14.0347631062518,16.5576114381833,"Modified",61,1
613533,"API","Google","No","No",1,2,1310,1,"SMS Sent","India","Select","Select","Unemployed","Will revert after reading the email","Might be","Select","Select","02.Medium","02.Medium",14.0347631062518,16.5576114381833,"SMS Sent",86,1
613525,"API","Organic Search","No","No",1,2,253,2,"SMS Sent","India","Select","Select","Unemployed","Will revert after reading the email","Might be","Select","Select","02.Medium","01.High",14.0347631062518,16.5576114381833,"SMS Sent",86,1
613517,"Landing Page Submission","Organic Search","No","No",0,6,115,6,"SMS Sent","India","Business Administration","Select","Unemployed","switched off","Might be","Select","Mumbai","02.Medium","01.High",14.0347631062518,16.5576114381833,"SMS Sent",36,0
613506,"Landing Page Submission","Google","No","No",0,5,421,2.5,"Email Opened","India","Media and Advertising","Select","Unemployed","Interested in other courses","Worst","Other Leads","Mumbai","02.Medium","02.Medium",14.0347631062518,16.5576114381833,"Email Opened",11,0
613459,"Landing Page Submission","Direct Traffic","No","No",1,4,1388,4,"SMS Sent","India","Operations Management","Select","Unemployed","Will revert after reading the email","Might be","Select","Mumbai","01.High","02.Medium",14.0347631062518,16.5576114381833,"SMS Sent",86,1
613438,"Landing Page Submission","Google","No","No",1,7,1398,3.5,"SMS Sent","India","Media and Advertising","Word Of Mouth","Working Professional","Will revert after reading the email","Might be","Potential Lead","Mumbai","02.Medium","01.High",14.0347631062518,16.5576114381833,"SMS Sent",100,1
613423,"Landing Page Submission","Google","No","No",1,5,235,5,"SMS Sent","India","Operations Management","Student of SomeSchool","Unemployed","Will revert after reading the email","Not Sure","Other Leads","Tier II Cities","02.Medium","02.Medium",14.0347631062518,16.5576114381833,"SMS Sent",83,1
613405,"Landing Page Submission","Direct Traffic","No","No",1,2,1007,2,"SMS Sent","India","Human Resource Management","Select","Working Professional","Will revert after reading the email","Might be","Select","Mumbai","02.Medium","01.High",14.0347631062518,16.5576114381833,"SMS Sent",96,1
613398,"Landing Page Submission","Direct Traffic","No","No",1,6,1399,6,"Email Opened","India","Finance Management","Select","Unemployed","Will revert after reading the email","Not Sure","Other Leads","Thane & Outskirts","02.Medium","02.Medium",14.0347631062518,16.5576114381833,"Email Opened",57,1
613383,"Landing Page Submission","Direct Traffic","No","No",1,3,1383,3,"SMS Sent","India","Services Excellence","Select","Unemployed","Will revert after reading the email","Might be","Select","Mumbai","02.Medium","02.Medium",14.0347631062518,16.5576114381833,"SMS Sent",86,1
613378,"Landing Page Submission","Google","No","No",0,3,325,3,"Email Opened","India","Human Resource Management","Student of SomeSchool","Unemployed","Ringing","Not Sure","Select","Mumbai","02.Medium","01.High",14.0347631062518,16.5576114381833,"Email Opened",0,0
613352,"Landing Page Submission","Direct Traffic","No","No",1,4,1005,1.33,"SMS Sent","India","Business Administration","Select","Unemployed","Interested in other courses","Might be","Other Leads","Mumbai","02.Medium","02.Medium",14.0347631062518,16.5576114381833,"SMS Sent",47,0
613346,"Landing Page Submission","Direct Traffic","No","No",1,5,803,2.5,"SMS Sent","India","Finance Management","Select","Working Professional","Will revert after reading the email","Might be","Select","Thane & Outskirts","02.Medium","01.High",14.0347631062518,16.5576114381833,"SMS Sent",96,1
613343,"Landing Page Submission","Direct Traffic","No","No",1,2,1321,2,"Email Opened","India","Human Resource Management","Select","Working Professional","Will revert after reading the email","Low in Relevance","Other Leads","Mumbai","02.Medium","02.Medium",14.0347631062518,16.5576114381833,"Email Opened",82,1
613330,"API","Direct Traffic","No","No",0,5,1533,2.5,"Email Opened","India","Select","Select","Unemployed","Ringing","Not Sure","Select","Select","02.Medium","01.High",14.0347631062518,16.5576114381833,"Email Opened",0,0
613326,"Landing Page Submission","Direct Traffic","No","No",1,2,41,2,"Email Opened","India","Business Administration","Student of SomeSchool","Unemployed","Will revert after reading the email","High in Relevance","Potential Lead","Mumbai","02.Medium","01.High",14.0347631062518,16.5576114381833,"Email Opened",73,1
613322,"Landing Page Submission","Direct Traffic","No","No",1,4,128,4,"SMS Sent","India","Supply Chain Management","Online Search","Unemployed","switched off","Not Sure","Select","Thane & Outskirts","02.Medium","02.Medium",14.0347631062518,16.5576114381833,"SMS Sent",28,0
613318,"Landing Page Submission","Direct Traffic","Yes","No",0,3,231,3,"SMS Sent","India","E-Business","Select","Unemployed","Ringing","Not Sure","Select","Mumbai","01.High","02.Medium",14.0347631062518,16.5576114381833,"SMS Sent",12,0
613289,"Landing Page Submission","Google","No","No",1,4,1115,4,"Page Visited on Website","India","Marketing Management","Student of SomeSchool","Unemployed","Will revert after reading the email","Might be","Other Leads","Mumbai","02.Medium","02.Medium",14.0347631062518,16.5576114381833,"Modified",56,1
613275,"Landing Page Submission","Direct Traffic","No","No",0,5,91,2.5,"Olark Chat Conversation","India","Select","Other","Unemployed","Already a student","Not Sure","Select","Mumbai","02.Medium","01.High",14.0347631062518,16.5576114381833,"Olark Chat Conversation",4,0
613210,"Landing Page Submission","Google","No","No",1,4,1148,4,"SMS Sent","India","Business Administration","Student of SomeSchool","Unemployed","Busy","Not Sure","Other Leads","Mumbai","02.Medium","01.High",14.0347631062518,16.5576114381833,"SMS Sent",68,1
613195,"API","Google","No","No",1,2,916,2,"Email Opened","India","Marketing Management","Select","Working Professional","Will revert after reading the email","Might be","Potential Lead","Other Cities","01.High","02.Medium",14.0347631062518,16.5576114381833,"Email Opened",78,1
613193,"Landing Page Submission","Google","No","No",1,5,1436,5,"Email Opened","India","Media and Advertising","Online Search","Unemployed","Will revert after reading the email","Low in Relevance","Other Leads","Mumbai","02.Medium","01.High",14.0347631062518,16.5576114381833,"Email Opened",71,1
613188,"Landing Page Submission","Direct Traffic","No","No",1,4,913,4,"Email Opened","India","E-Business","Select","Student","Will revert after reading the email","Might be","Other Leads","Other Metro Cities","02.Medium","02.Medium",14.0347631062518,16.5576114381833,"Email Opened",61,1
613149,"API","Google","Yes","No",0,2,56,2,"Email Bounced","India","Finance Management","Online Search","Unemployed","Not doing further education","Not Sure","Potential Lead","Select","02.Medium","02.Medium",14.0347631062518,16.5576114381833,"Modified",0,0
613148,"Landing Page Submission","Google","No","No",0,5,497,5,"Email Opened","India","Marketing Management","Online Search","Unemployed","switched off","Not Sure","Other Leads","Mumbai","02.Medium","01.High",14.0347631062518,16.5576114381833,"Email Opened",6,0
613129,"Landing Page Submission","Direct Traffic","No","No",1,4,1192,4,"SMS Sent","India","Finance Management","Online Search","Unemployed","Interested in other courses","Low in Relevance","Potential Lead","Other Cities","02.Medium","01.High",14.0347631062518,16.5576114381833,"SMS Sent",57,1
613099,"Landing Page Submission","Direct Traffic","No","No",0,3,458,3,"Email Opened","India","Travel and Tourism","Select","Unemployed","Already a student","Worst","Select","Mumbai","02.Medium","01.High",14.0347631062518,16.5576114381833,"Email Opened",11,0
613087,"API","Google","No","No",0,13,58,2.6,"Olark Chat Conversation","India","Business Administration","Select","Unemployed","Will revert after reading the email","Low in Relevance","Potential Lead","Mumbai","02.Medium","02.Medium",14.0347631062518,16.5576114381833,"Olark Chat Conversation",65,1
613083,"API","Google","Yes","No",0,7,212,1.75,"Page Visited on Website","India","Media and Advertising","Student of SomeSchool","Unemployed","Will revert after reading the email","Might be","Select","Mumbai","02.Medium","02.Medium",14.0347631062518,16.5576114381833,"Page Visited on Website",43,0
613042,"Lead Add Form","Reference","No","No",1,3,1076,1,"Form Submitted on Website","India","Finance Management","Select","Unemployed","Closed by Horizzon","High in Relevance","Select","Thane & Outskirts","02.Medium","01.High",14.0347631062518,16.5576114381833,"Modified",68,1
613035,"Landing Page Submission","Google","No","No",0,4,395,2,"SMS Sent","India","IT Projects Management","Multiple Sources","Unemployed","switched off","Not Sure","Potential Lead","Thane & Outskirts","02.Medium","01.High",14.0347631062518,16.5576114381833,"SMS Sent",35,0
613019,"Landing Page Submission","Direct Traffic","No","No",0,11,78,5.5,"Email Opened","India","Marketing Management","Select","Unemployed","Interested in other courses","Might be","Select","Other Metro Cities","02.Medium","02.Medium",14.0347631062518,16.5576114381833,"Email Opened",15,0
613016,"Landing Page Submission","Google","No","No",1,2,1236,2,"SMS Sent","India","Banking, Investment And Insurance","Online Search","Unemployed","Will revert after reading the email","Might be","Select","Thane & Outskirts","02.Medium","01.High",14.0347631062518,16.5576114381833,"SMS Sent",86,1
